ID,cluster
28912,5
28944,5
28959,10
28998,7
29038,7
29074,10
29078,5
29088,6
29107,4
29177,11
29185,10
29240,5
29244,7
29260,12
29270,8
29271,5
29272,11
29284,4
29304,10
29398,1
29412,1
29441,8
29442,2
29457,11
29462,13
29493,11
29531,13
29539,9
29547,5
29592,7
29594,7
29619,9
29620,7
29627,7
29665,6
29671,6
29673,1
29674,6
29701,9
29736,4
29753,8
29772,8
29777,11
29783,4
29798,8
29808,12
29829,9
29832,9
29839,13
29861,13
29869,12
29910,13
29935,12
29960,6
29988,2
29990,8
29993,6
29997,9
30006,9
30035,13
30047,6
30053,9
30088,0
30105,6
30106,4
30115,1
30123,5
30175,11
30186,7
30218,0
30267,13
30274,12
30287,2
30288,8
30294,8
30304,12
30339,7
30341,11
30349,6
30366,12
30385,9
30390,0
30397,12
30400,8
30411,6
30423,12
30432,10
30435,6
30459,9
30487,8
30489,10
30507,6
30556,13
30579,6
30593,2
30615,8
30616,6
30649,8
30674,8
30743,6
30784,2
30795,1
30867,0
30889,8
30909,11
30952,5
30969,12
30986,7
31001,12
31009,10
31033,13
31042,8
31051,9
31064,1
31066,7
31068,9
31142,10
31162,2
31164,10
31171,13
31203,2
31231,8
31233,6
31266,0
31301,3
31313,5
31349,8
31386,4
31406,6
31423,1
31427,2
31434,10
31481,11
31524,11
31526,11
31528,4
31541,8
31543,10
31546,0
31549,1
31588,4
31611,8
31632,6
31641,7
31708,0
31749,2
31765,0
31802,8
31826,11
31827,6
31844,10
31864,8
31888,7
31906,3
31918,5
31921,3
31926,0
31945,10
31967,5
31968,6
31976,10
31978,4
32013,0
32018,1
32039,8
32052,8
32054,7
32055,2
32066,1
32073,12
32100,1
32120,11
32127,9
32131,6
32136,3
32139,4
32153,7
32156,7
32166,5
32167,7
32174,2
32191,6
32215,2
32228,11
32234,6
32244,2
32247,6
32263,4
32266,8
32281,9
32289,8
32341,9
32354,5
32388,6
32390,9
32406,6
32408,9
32437,6
32453,12
32454,2
32467,6
32469,12
32477,6
32509,13
32554,10
32555,5
32567,6
32579,4
32581,11
32598,11
32613,5
32619,2
32646,6
32655,12
32665,12
32673,12
32677,12
32711,9
32713,10
32720,11
32738,6
32741,1
32753,7
32765,10
32771,13
32777,10
32779,10
32833,8
32835,8
32881,4
32893,6
32896,6
32904,8
32907,9
32919,10
32968,6
32976,1
33055,6
33084,6
33089,9
33090,11
33095,8
33105,7
33119,4
33134,7
33135,11
33149,2
33152,7
33176,1
33206,0
33213,4
33224,7
33273,12
33287,12
33347,6
33415,7
33462,10
33528,2
33540,4
33547,9
33554,4
33569,10
33592,6
33595,2
33634,6
33649,2
33666,9
33702,9
33715,12
33728,6
33752,12
33753,6
33774,12
33813,10
33863,8
33900,0
33912,1
33916,8
33960,11
33966,3
34031,12
34071,0
34142,4
34171,11
34184,10
34209,9
34232,10
34252,4
34297,6
34298,9
34311,3
34316,8
34324,7
34333,5
34359,10
34365,7
34380,6
34401,7
34413,7
34473,7
34476,10
34484,0
34497,9
34498,1
34506,4
34530,4
34531,2
34549,11
34560,9
34575,7
34593,10
34607,12
34612,6
34638,0
34651,12
34663,7
34668,6
34669,12
34729,7
34730,6
34756,7
34795,10
34826,8
34834,7
34837,10
34856,11
34886,13
34916,7
34927,12
34930,9
34933,6
34935,0
34936,7
34961,12
34968,10
35004,10
35039,0
35046,2
35047,10
35168,5
35181,7
35199,7
35210,12
35213,7
35217,12
35230,4
35239,0
35275,2
35298,10
35384,11
35394,10
35447,1
35458,7
35466,10
35475,10
35494,6
35504,2
35556,10
35564,12
35578,7
35590,2
35616,6
35617,11
35620,4
35632,11
35641,6
35664,10
35699,4
35738,12
35753,6
35766,6
35800,6
35852,3
35869,12
35874,2
35876,12
35919,6
35945,12
35970,8
35972,2
35973,12
35988,4
35998,11
36040,4
36064,13
36072,3
36110,10
36115,5
36121,12
36122,8
36123,10
36133,11
36159,12
36179,6
36196,4
36211,2
36215,0
36234,4
36252,4
36257,7
36262,7
36265,8
36328,7
36386,2
36423,10
36433,4
36443,7
36463,7
36481,12
36503,5
36508,0
36563,10
36565,11
36573,6
36576,0
36630,9
36632,11
36633,7
36649,8
36686,12
36724,7
36741,10
36782,6
36806,3
36816,10
36818,6
36845,12
36860,10
36863,2
36877,10
36882,10
36886,9
36892,7
36923,6
36946,0
36949,8
36955,10
36969,5
36971,10
36977,8
36997,9
37004,0
37063,13
37064,11
37065,7
37074,12
37076,7
37082,0
37083,11
37091,12
37093,6
37095,8
37102,8
37140,7
37145,9
37146,1
37170,12
37181,12
37191,13
37199,10
37254,10
37267,2
37271,3
37288,1
37290,11
37303,0
37326,3
37349,0
37350,5
37373,7
37421,2
37433,2
37447,7
37502,12
37512,10
37545,12
37546,9
37547,8
37584,5
37586,6
37630,8
37637,10
37658,2
37664,10
37666,4
37685,7
37697,7
37699,10
37702,0
37704,6
37753,0
37756,8
37777,13
37813,0
37819,0
37820,3
37836,6
37841,4
37905,0
37924,3
37956,7
37973,7
37988,5
38003,6
38019,2
38031,9
38033,4
38036,10
38064,12
38081,6
38143,4
38234,13
38237,9
38283,10
38288,6
38321,6
38331,0
38359,8
38407,9
38448,5
38461,9
38484,3
38523,4
38544,8
38593,1
38611,4
38626,7
38668,7
38670,8
38679,13
38683,13
38698,6
38702,7
38718,10
38719,11
38759,9
38765,9
38769,5
38792,12
38795,9
38806,2
38838,1
38860,13
38865,8
38897,5
38908,2
38949,1
39031,7
39044,10
39084,12
39085,8
39108,12
39113,7
39166,13
39175,11
39199,11
39205,11
39245,11
39270,1
39281,7
39293,12
39294,3
39308,5
39316,3
39333,6
39358,9
39381,6
39415,5
39416,11
39429,0
39438,3
39444,10
39454,8
39484,6
39508,8
39530,9
39545,11
39557,9
39611,0
39673,4
39708,13
39730,13
39738,0
39742,13
39753,11
39771,1
39786,7
39788,1
39823,1
39881,4
39904,6
39926,8
39936,1
39967,6
39973,0
39974,10
39978,12
39994,11
40066,6
40071,12
40096,3
40114,7
40130,4
40131,5
40138,11
40147,4
40164,10
40187,8
40196,10
40207,6
40228,7
40229,10
40236,6
40239,6
40298,2
40313,12
40319,6
40321,13
40324,7
40344,5
40346,6
40352,9
40369,8
40384,11
40399,12
40415,8
40445,10
40450,10
40462,1
40481,7
40486,10
40517,4
40529,3
40536,7
40547,6
40551,7
40559,7
40572,6
40615,2
40684,13
40688,12
40746,6
40751,6
40792,3
40796,11
40810,8
40812,5
40838,10
40841,4
40863,6
40877,8
40898,9
40906,10
40954,8
40980,6
40987,2
40988,7
41004,1
41011,8
41031,9
41039,1
41073,0
41101,6
41103,13
41136,6
41147,0
41167,9
41181,12
41183,2
41206,9
41230,6
41231,10
41238,7
41253,6
41269,7
41288,12
41294,10
41302,4
41321,6
41337,4
41352,12
41388,5
41392,9
41395,3
41405,7
41449,4
41463,2
41482,8
41486,7
41508,10
41566,8
41640,10
41670,6
41676,6
41702,7
41720,5
41768,11
41838,11
41877,4
41901,3
41925,6
41926,7
41943,0
41962,11
41987,10
41991,4
41998,8
42023,7
42027,4
42046,0
42054,8
42055,7
42086,8
42109,7
42118,13
42141,6
42155,4
42165,3
42185,7
42191,10
42194,3
42207,6
42297,5
42308,9
42348,12
42362,10
42365,12
42377,9
42398,7
42422,10
42442,0
42455,6
42475,7
42491,6
42503,8
42552,13
42562,7
42570,9
42571,12
42580,7
42590,0
42601,10
42615,1
42626,11
42635,0
42647,4
42672,6
42678,8
42683,9
42736,8
42758,10
42792,12
42796,9
42823,3
42826,6
42828,7
42853,4
42859,6
42861,8
42884,5
42889,13
42890,6
42908,6
42919,9
42922,8
42926,4
42939,2
42951,9
42958,0
42970,11
43016,12
43065,0
43076,2
43081,4
43089,1
43117,7
43128,2
43145,12
43212,0
43223,11
43233,5
43249,1
43328,10
43333,9
43380,0
43431,11
43508,10
43527,1
43554,13
43564,5
43601,8
43650,6
43658,5
43712,7
43713,8
43716,8
43720,10
43771,8
43777,6
43786,8
43811,0
43824,10
43825,12
43827,3
43842,8
43872,6
43904,11
43913,7
43947,6
43981,6
43993,6
44002,10
44007,4
44017,8
44019,8
44021,12
44031,9
44057,6
44097,8
44101,11
44104,1
44169,12
44180,6
44190,8
44199,1
44206,7
44226,7
44260,7
44277,10
44336,3
44395,9
44396,10
44401,8
44421,7
44452,11
44491,12
44507,2
44532,2
44553,8
44555,6
44565,13
44571,8
44593,3
44625,8
44641,11
44646,11
44727,6
44744,7
44751,8
44784,6
44822,11
44831,0
44832,9
44878,1
44909,7
44965,9
44969,1
44970,11
44982,8
44996,5
45017,6
45033,9
45035,4
45043,5
45063,12
45066,6
45067,7
45068,3
45105,6
45114,8
45162,7
45163,6
45190,0
45224,0
45234,2
45244,6
45271,11
45273,6
45276,4
45295,7
45312,11
45368,1
45418,10
45452,4
45511,9
45533,8
45611,1
45616,1
45679,8
45684,8
45699,10
45704,3
45738,7
45742,0
45785,5
45823,7
45868,7
45889,6
45932,7
45934,7
45948,6
45952,12
45969,10
45974,4
45998,7
46002,8
46025,11
46033,6
46069,6
46072,6
46078,8
46079,3
46111,8
46159,7
46174,8
46177,7
46186,0
46203,4
46205,3
46249,7
46254,9
46281,8
46300,7
46310,6
46311,4
46377,2
46407,2
46410,7
46414,12
46422,7
46438,4
46474,12
46500,7
46503,6
46561,8
46607,0
46612,8
46663,1
46739,11
46757,12
46758,4
46760,9
46773,7
46787,2
46833,1
46850,13
46858,11
46867,12
46891,11
46918,13
46936,9
46971,0
46974,6
46978,7
46983,7
46993,10
47056,1
47067,7
47085,6
47155,12
47166,2
47182,6
47221,11
47236,12
47251,6
47325,10
47327,0
47352,10
47370,7
47394,5
47429,10
47445,0
47458,7
47462,10
47473,5
47486,10
47505,6
47552,4
47584,6
47594,9
47604,2
47618,7
47622,6
47626,5
47637,8
47648,0
47662,11
47677,12
47702,9
47703,12
47706,7
47707,6
47742,8
47743,5
47747,4
47764,11
47779,12
47780,9
47793,8
47802,12
47816,6
47817,0
47838,8
47844,12
47862,10
47921,8
47945,10
47949,10
47957,9
47959,10
47960,6
47962,7
47983,13
48004,7
48025,6
48026,1
48033,7
48055,8
48060,6
48123,10
48140,7
48148,1
48214,9
48226,7
48249,4
48271,4
48272,3
48277,2
48290,7
48300,13
48328,11
48339,8
48408,7
48413,9
48425,0
48436,7
48463,12
48483,6
48492,0
48501,10
48514,8
48537,5
48552,10
48565,1
48568,11
48571,10
48573,13
48575,6
48584,4
48608,6
48619,7
48654,6
48686,7
48688,6
48690,12
48714,10
48773,10
48784,12
48806,7
48808,6
48825,10
48847,4
48859,10
48860,1
48864,8
48878,4
48887,6
48911,0
48914,10
48918,3
48929,7
48932,6
48948,9
48957,4
48961,0
48973,7
48980,7
48991,0
49005,7
49006,12
49044,6
49051,11
49075,6
49079,5
49082,6
49085,6
49123,7
49131,0
49132,11
49174,12
49210,4
49226,6
49255,7
49271,8
49274,3
49278,8
49300,12
49301,4
49324,9
49339,6
49346,13
49358,0
49397,9
49398,8
49400,6
49408,7
49410,6
49426,7
49427,1
49429,0
49461,11
49462,7
49487,4
49502,6
49512,3
49527,8
49532,2
49550,12
49559,10
49573,2
49578,0
49580,9
49611,10
49649,4
49662,6
49665,12
49669,12
49681,12
49682,13
49694,7
49704,4
49713,10
